,Longitude,Latitude,min,max,most_recent_spray (days),Date_of_collection,Address,Block,Street,Trap,AddressNumberAndStreet,AddressAccuracy,NumMosquitos,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,WnvPresent,Recently_sprayed,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
18,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-06-26,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,1,0,0,1,0,0,0,0,0,2,91,73,82,69,72,0,17,BR HZ,M,M,M,  T,29.45,30.09,7.3,21,8.1
19,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-07-18,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,1,0,1,0,0,0,0,0,0,2,85,69,77,69,71,0,12,TS TSRA RA BR HZ VCTS,M,M,M,0.92,29.18,29.83,10.3,24,10.6
20,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-08-01,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,4,0,1,0,0,0,0,0,0,2,91,69,80,63,70,0,15, ,M,M,M,0.00,29.34,29.98,2.1,13,3.7
21,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-08-01,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,1,0,1,0,0,0,0,0,0,2,91,69,80,63,70,0,15, ,M,M,M,0.00,29.34,29.98,2.1,13,3.7
22,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-08-01,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,1,1,0,0,0,0,0,0,0,2,91,69,80,63,70,0,15, ,M,M,M,0.00,29.34,29.98,2.1,13,3.7
23,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-08-07,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,1,0,1,0,0,0,0,0,0,2,92,73,83,73,76,0,18,VCTS,M,M,M,0.06,29.11,29.74,6.3,24,8.8
24,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-08-07,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,1,1,0,0,0,0,0,0,0,2,92,73,83,73,76,0,18,VCTS,M,M,M,0.06,29.11,29.74,6.3,24,8.8
25,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-08-15,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,3,0,1,0,0,0,0,0,0,2,81,72,77,69,71,0,12,TS TSRA RA BR,M,M,M,0.83,29.23,29.87,4.9,6,7.1
26,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-08-15,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,2,1,0,0,0,0,0,0,0,2,81,72,77,69,71,0,12,TS TSRA RA BR,M,M,M,0.83,29.23,29.87,4.9,6,7.1
27,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-08-21,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,38,0,1,0,0,0,0,0,0,2,85,69,77,70,72,0,12,BR,M,M,M,0.01,29.26,29.89,3.5,17,6.0
28,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-08-21,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,6,1,0,0,0,0,0,0,0,2,85,69,77,70,72,0,12,BR,M,M,M,0.01,29.26,29.89,3.5,17,6.0
29,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-08-24,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,2,0,1,0,0,0,0,0,0,2,81,69,75,67,69,0,10,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3
30,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-08-24,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,3,1,0,0,0,0,0,0,0,2,81,69,75,67,69,0,10,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3
31,-87.694,41.919,2013-08-08,2013-08-08,3650,2007-10-04,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",8,1,0,1,0,0,0,0,0,0,2,83,56,70,56,62,0,5, ,M,M,M,0.00,29.39,30.03,4.6,17,5.9
32,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-06-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,0,0,1,0,0,0,0,0,2,63,51,57,47,52,8,0,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1
33,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-06-26,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,0,0,1,0,0,0,0,0,2,91,73,82,69,72,0,17,BR HZ,M,M,M,  T,29.45,30.09,7.3,21,8.1
34,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-07-18,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,2,0,1,0,0,0,0,0,0,2,85,69,77,69,71,0,12,TS TSRA RA BR HZ VCTS,M,M,M,0.92,29.18,29.83,10.3,24,10.6
35,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-08-01,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,2,0,1,0,0,0,0,0,0,2,91,69,80,63,70,0,15, ,M,M,M,0.00,29.34,29.98,2.1,13,3.7
36,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-08-07,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,2,0,1,0,0,0,0,0,0,2,92,73,83,73,76,0,18,VCTS,M,M,M,0.06,29.11,29.74,6.3,24,8.8
37,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-08-07,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,2,1,0,0,0,0,0,0,0,2,92,73,83,73,76,0,18,VCTS,M,M,M,0.06,29.11,29.74,6.3,24,8.8
38,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-08-15,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,2,0,1,0,0,0,0,0,0,2,81,72,77,69,71,0,12,TS TSRA RA BR,M,M,M,0.83,29.23,29.87,4.9,6,7.1
39,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-08-15,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,1,0,0,0,0,0,0,0,2,81,72,77,69,71,0,12,TS TSRA RA BR,M,M,M,0.83,29.23,29.87,4.9,6,7.1
40,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-08-21,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,0,1,0,0,0,0,0,0,2,85,69,77,70,72,0,12,BR,M,M,M,0.01,29.26,29.89,3.5,17,6.0
41,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-08-21,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,1,0,0,0,0,0,0,0,2,85,69,77,70,72,0,12,BR,M,M,M,0.01,29.26,29.89,3.5,17,6.0
42,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-08-24,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,2,0,1,0,0,0,0,0,0,2,81,69,75,67,69,0,10,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3
43,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-08-24,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,3,1,0,0,0,0,0,0,0,2,81,69,75,67,69,0,10,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3
44,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-09-12,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,1,0,0,0,0,0,0,0,2,66,46,56,43,50,9,0, ,M,M,M,0.00,29.46,30.11,1.9,5,6.0
45,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-09-24,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,0,1,0,0,0,0,0,0,2,91,71,81,62,69,0,16, ,M,M,M,0.00,29.34,29.98,10.0,19,10.5
46,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-10-04,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,4,0,1,0,0,0,0,0,0,2,83,56,70,56,62,0,5, ,M,M,M,0.00,29.39,30.03,4.6,17,5.9
47,-87.7,41.932,2013-08-08,2013-08-08,3650,2007-10-04,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,1,0,0,0,0,0,0,0,2,83,56,70,56,62,0,5, ,M,M,M,0.00,29.39,30.03,4.6,17,5.9
48,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-06-02,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,10,0,1,0,0,0,0,0,0,2,61,50,56,47,51,9,0,RA BR,M,M,M,0.06,29.42,30.07,8.3,3,9.2
49,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-06-02,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,10,0,0,1,0,0,0,0,0,2,61,50,56,47,51,9,0,RA BR,M,M,M,0.06,29.42,30.07,8.3,3,9.2
50,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-06-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,3,0,1,0,0,0,0,0,0,2,80,47,64,43,54,1,0, ,M,M,M,0.00,29.23,29.91,6.3,25,7.2
51,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-06-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,4,0,0,1,0,0,0,0,0,2,80,47,64,43,54,1,0, ,M,M,M,0.00,29.23,29.91,6.3,25,7.2
52,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-06-12,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,21,0,1,0,0,0,0,0,0,2,72,50,61,49,55,4,0, ,M,M,M,  T,29.30,29.95,5.0,6,6.7
53,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-06-12,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,9,0,0,1,0,0,0,0,0,2,72,50,61,49,55,4,0, ,M,M,M,  T,29.30,29.95,5.0,6,6.7
54,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-06-12,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,6,1,0,0,0,0,0,0,0,2,72,50,61,49,55,4,0, ,M,M,M,  T,29.30,29.95,5.0,6,6.7
55,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-06-19,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,11,0,1,0,0,0,0,0,0,2,88,66,77,68,70,0,12,TS TSRA RA BR,M,M,M,0.87,29.03,29.68,6.3,18,10.5
56,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-06-19,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,6,0,0,1,0,0,0,0,0,2,88,66,77,68,70,0,12,TS TSRA RA BR,M,M,M,0.87,29.03,29.68,6.3,18,10.5
57,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-06-26,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,2,0,1,0,0,0,0,0,0,2,86,72,79,61,67,0,14, ,M,M,M,0.00,29.20,29.83,6.4,4,8.0
58,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-06-26,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,3,0,0,1,0,0,0,0,0,2,86,72,79,61,67,0,14, ,M,M,M,0.00,29.20,29.83,6.4,4,8.0
59,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-07-06,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,3,0,1,0,0,0,0,0,0,2,85,63,74,54,63,0,9, ,M,M,M,0.00,29.20,29.84,4.2,30,5.5
60,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-07-06,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,0,0,1,0,0,0,0,0,2,85,63,74,54,63,0,9, ,M,M,M,0.00,29.20,29.84,4.2,30,5.5
61,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-07-10,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,13,0,1,0,0,0,0,0,0,2,84,67,76,65,68,0,11,RA BR HZ,M,M,M,0.12,29.41,30.04,3.6,21,4.6
62,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-07-10,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,6,0,0,1,0,0,0,0,0,2,84,67,76,65,68,0,11,RA BR HZ,M,M,M,0.12,29.41,30.04,3.6,21,4.6
63,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-07-24,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,7,0,1,0,0,0,0,0,0,2,83,62,73,60,65,0,8,TSRA RA,M,M,M,0.19,29.14,29.82,8.7,23,9.6
64,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-07-24,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,6,0,0,1,0,0,0,0,0,2,83,62,73,60,65,0,8,TSRA RA,M,M,M,0.19,29.14,29.82,8.7,23,9.6
65,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-07-31,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,0,1,0,0,0,0,0,0,2,82,62,72,55,62,0,7, ,M,M,M,0.00,29.29,29.92,5.9,27,6.7
66,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-08-07,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,0,1,0,0,0,0,0,0,2,74,67,71,59,63,0,6,RA BR,M,M,M,0.23,29.41,30.08,6.4,15,7.2
67,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-08-07,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,0,0,1,0,0,0,0,0,2,74,67,71,59,63,0,6,RA BR,M,M,M,0.23,29.41,30.08,6.4,15,7.2
68,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-08-13,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,0,1,0,0,0,0,0,0,2,86,63,75,55,63,0,10, ,M,M,M,0.00,29.44,30.09,2.0,16,4.0
69,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-08-13,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,0,0,1,0,0,0,0,0,2,86,63,75,55,63,0,10, ,M,M,M,0.00,29.44,30.09,2.0,16,4.0
70,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-09-14,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,0,1,0,0,0,0,0,0,2,84,59,72,56,62,0,7, ,M,M,M,0.00,29.40,30.05,1.1,13,2.7
71,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-09-14,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,2,0,0,1,0,0,0,0,0,2,84,59,72,56,62,0,7, ,M,M,M,0.00,29.40,30.05,1.1,13,2.7
72,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-09-17,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,0,1,0,0,0,0,0,0,2,71,54,63,51,57,2,0, ,M,M,M,0.00,29.51,30.17,4.5,8,5.4
73,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-09-17,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,2,0,0,1,0,0,0,0,0,2,71,54,63,51,57,2,0, ,M,M,M,0.00,29.51,30.17,4.5,8,5.4
74,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-09-17,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,1,1,0,0,0,0,0,0,0,2,71,54,63,51,57,2,0, ,M,M,M,0.00,29.51,30.17,4.5,8,5.4
75,-87.7,41.932,2013-08-08,2013-08-08,3650,2009-09-25,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,6,0,1,0,0,0,0,0,0,2,70,60,65,57,60,0,0,RA DZ BR,M,M,M,0.02,29.44,30.11,5.4,11,6.3
76,-87.7,41.932,2013-08-08,2013-08-08,3650,2011-06-17,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,2,0,1,0,0,0,0,0,0,2,82,64,73,60,65,0,8, ,M,M,M,0.00,29.18,29.81,5.3,7,6.2
77,-87.7,41.932,2013-08-08,2013-08-08,3650,2011-06-17,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",8,3,0,0,1,0,0,0,0,0,2,82,64,73,60,65,0,8, ,M,M,M,0.00,29.18,29.81,5.3,7,6.2
